PassengerId,Pclass,Survived,rango_edad
2435,1,0,Adulto_Joven
2436,1,1,Adulto
2437,2,1,Adulto_Joven
2438,3,0,Adulto_Joven
2439,2,1,Adulto_Joven
2440,2,1,Adolescente
2441,1,0,Adulto
2442,1,0,Adulto
2443,3,1,Adolescente
2444,1,1,Adulto_Joven
2445,2,0,Adulto_Joven
2446,1,0,Senior
2447,1,1,Infante
2448,1,1,Adulto_Joven
2449,1,0,Adulto_Joven
2450,1,1,Adolescente
2451,2,0,Adulto_Joven
2452,1,0,Adulto_Joven
2453,1,0,Adulto_Joven
2454,1,1,Adulto_Joven
2455,1,1,Adulto_Joven
2456,1,1,Adulto
2457,1,1,Adulto_Joven
2458,1,0,Adulto_Joven
2459,1,1,Adulto_Joven
2460,3,0,Adulto_Joven
2461,1,0,Adulto_Joven
2462,1,1,Adulto_Joven
2463,2,0,Adulto_Joven
2464,3,0,Adulto_Joven
2465,2,0,Adulto_Joven
2466,3,1,Infante
2467,1,0,Adulto_Joven
2468,1,1,Infante
2469,3,0,Infante
2470,1,1,Adulto_Joven
2471,1,1,Adulto
2472,2,0,Adulto_Joven
2473,1,1,Adulto
2474,1,0,Adulto_Joven
2475,2,1,Adulto
2476,1,1,Adulto_Joven
2477,1,1,Adulto_Joven
2478,1,1,Infante
2479,1,0,Senior
2480,1,1,Adulto_Joven
2481,1,0,Adulto
2482,1,1,Adulto_Joven
2483,1,0,Adulto_Joven
2484,2,0,Adulto_Joven
2485,2,0,Adulto_Joven
2486,2,1,Adulto
2487,2,0,Adulto_Joven
2488,1,1,Adulto_Joven
2489,2,0,Adulto_Joven
2490,2,0,Adulto_Joven
2491,2,1,Adulto_Joven
2492,3,1,Adolescente
2493,3,0,Adulto_Joven
2494,1,1,Adulto_Joven
2495,1,0,Adulto_Joven
2496,1,0,Adulto_Joven
2497,1,1,Adulto
2498,1,0,Adulto_Joven
2499,3,0,Adolescente
2500,3,0,Adulto_Joven
2501,3,1,Adulto_Joven
2502,1,0,Adulto_Joven
2503,3,0,Adulto_Joven
2504,2,1,Infante
2505,2,1,Adolescente
2506,1,1,Adulto
2507,2,0,Adulto_Joven
2508,3,0,Adulto_Joven
2509,1,0,Adulto_Joven
2510,3,0,Adulto_Joven
2511,1,0,Senior
2512,1,1,Adulto
2513,2,0,Adulto
2514,1,0,Adulto_Joven
2515,2,0,Adulto_Joven
2516,1,1,Adulto_Joven
2517,3,1,Adulto_Joven
2518,3,0,Adulto_Joven
2519,1,1,Adulto_Joven
2520,3,1,Infante
2521,3,0,Adulto
2522,1,1,Adulto_Joven
2523,3,1,Adulto_Joven
2524,2,1,Adolescente
2525,1,1,Adulto_Joven
2526,1,0,Adulto_Joven
2527,2,0,Adulto_Joven
2528,1,0,Adulto_Joven
2529,3,0,Infante
2530,2,0,Adolescente
2531,1,0,Adulto
2532,1,1,Adulto
2533,3,0,Adulto_Joven
2534,1,1,Adolescente
2535,3,0,Infante
2536,1,0,Adulto_Joven
2537,1,1,Adulto_Joven
2538,1,1,Adulto
2539,1,0,Senior
2540,2,1,Adulto_Joven
2541,3,0,Infante
2542,1,1,Adulto
2543,1,0,Adulto
2544,1,1,Adulto_Joven
2545,2,1,Adulto_Joven
2546,1,1,Adulto_Joven
2547,1,0,Adulto_Joven
2548,2,0,Adulto
2549,2,1,Infante
2550,1,1,Adulto
2551,2,0,Adulto_Joven
2552,3,0,Adulto
2553,2,1,Adulto
2554,1,1,Adulto_Joven
2555,1,1,Adulto_Joven
2556,3,1,Adolescente
2557,2,1,Adulto_Joven
2558,3,1,Adolescente
2559,2,0,Adolescente
2560,1,0,Adulto_Joven
2561,2,0,Adulto_Joven
2562,1,0,Adulto_Joven
2563,1,1,Adulto
2564,3,1,Adulto_Joven
2565,1,1,Adulto_Joven
2566,3,0,Infante
2567,3,0,Infante
2568,1,1,Adulto
2569,1,0,Adulto
2570,1,1,Adulto
2571,2,1,Adulto
2572,3,0,Adulto
2573,1,1,Adulto_Joven
2574,3,0,Adulto_Joven
2575,3,0,Adolescente
2576,2,0,Adulto_Joven
2577,3,0,Adulto_Joven
2578,2,0,Adulto_Joven
2579,1,1,Adulto
2580,1,0,Adulto
2581,3,0,Adulto_Joven
2582,1,0,Infante
2583,1,1,Adulto_Joven
2584,1,1,Adulto
2585,1,0,Adulto_Joven
2586,1,1,Adulto
2587,3,0,Adulto
2588,1,1,Adulto
2589,1,1,Adulto_Joven
2590,3,0,Adolescente
2591,3,1,Adolescente
2592,3,0,Adulto_Joven
2593,3,0,Adulto
2594,1,0,Senior
2595,2,1,Adulto_Joven
2596,3,0,Adulto_Joven
2597,2,0,Adulto_Joven
2598,1,0,Senior
2599,1,1,Adulto
2600,1,0,Adulto_Joven
2601,1,1,Adulto_Joven
2602,3,0,Infante
2603,1,1,Adulto_Joven
2604,1,0,Adulto_Joven
2605,2,1,Adulto_Joven
2606,2,1,Infante
2607,1,0,Adulto_Joven
2608,1,0,Adolescente
2609,1,1,Adulto
2610,2,0,Adulto_Joven
2611,1,0,Senior
2612,1,0,Adulto_Joven
2613,3,0,Adolescente
2614,1,1,Adulto_Joven
2615,1,0,Adulto_Joven
2616,1,0,Adulto
2617,2,0,Adulto_Joven
2618,3,0,Adolescente
2619,1,1,Adulto_Joven
2620,3,1,Adulto_Joven
2621,1,1,Adolescente
2622,1,1,Adolescente
2623,2,0,Adulto_Joven
2624,2,0,Adolescente
2625,1,1,Adulto
2626,1,0,Adulto_Joven
2627,2,0,Adulto_Joven
2628,3,0,Adulto_Joven
2629,2,0,Adulto_Joven
2630,2,0,Adulto
2631,1,1,Adulto_Joven
2632,1,0,Senior
2633,1,1,Adulto_Joven
2634,1,1,Adulto
2635,1,1,Adulto
2636,1,0,Adulto_Joven
2637,1,1,Adolescente
2638,2,1,Adulto
2639,1,0,Adulto_Joven
2640,3,0,Infante
2641,2,1,Infante
2642,1,1,Adulto_Joven
2643,1,0,Adulto_Joven
2644,2,1,Adulto_Joven
2645,1,1,Adolescente
2646,3,0,Adulto_Joven
2647,1,0,Adulto
2648,1,1,Adulto_Joven
2649,2,1,Senior
2650,1,1,Adulto_Joven
2651,1,0,Adulto_Joven
2652,3,1,Adolescente
2653,1,1,Adulto
2654,3,0,Adolescente
2655,1,1,Adulto_Joven
2656,3,0,Adulto
2657,3,1,Adulto_Joven
2658,1,0,Adulto
2659,1,1,Adulto
2660,1,1,Adulto_Joven
2661,1,1,Adulto_Joven
2662,2,0,Adulto
2663,1,0,Senior
2664,3,0,Adulto
2665,1,1,Adulto
2666,2,1,Adulto
2667,1,1,Adulto_Joven
2668,1,0,Adulto_Joven
2669,1,1,Adulto
2670,1,1,Adulto_Joven
2671,3,0,Adulto
2672,1,0,Adulto_Joven
2673,2,1,Adulto_Joven
2674,2,0,Infante
2675,3,1,Adolescente
2676,1,1,Infante
2677,1,0,Adulto_Joven
2678,1,0,Adulto_Joven
2679,1,1,Adulto
2680,1,1,Adolescente
2681,1,1,Infante
2682,1,1,Adulto_Joven
2683,3,1,Adulto_Joven
2684,2,1,Adulto_Joven
2685,2,0,Adulto_Joven
2686,1,0,Adulto
2687,1,0,Senior
2688,1,1,Adulto_Joven
2689,1,1,Adulto_Joven
2690,1,0,Senior
2691,3,0,Adulto_Joven
2692,1,1,Adulto_Joven
2693,1,0,Adulto_Joven
2694,1,0,Adulto
2695,1,0,Adulto
2696,1,1,Adulto
2697,3,0,Infante
2698,2,1,Adulto_Joven
2699,1,1,Adulto
2700,2,0,Adulto_Joven
2701,3,1,Adulto_Joven
2702,2,1,Senior
2703,1,0,Senior
2704,3,1,Infante
2705,1,1,Senior
2706,3,0,Infante
2707,1,0,Adulto_Joven
2708,2,1,Infante
2709,3,1,Adulto_Joven
2710,1,0,Adulto_Joven
2711,3,0,Adulto_Joven
2712,1,1,Adulto
2713,3,0,Adulto
2714,2,0,Adulto
2715,3,0,Adulto_Joven
2716,2,0,Adulto_Joven
2717,1,0,Adulto
2718,1,1,Adulto_Joven
2719,2,1,Adolescente
2720,1,1,Adulto
2721,1,1,Adulto_Joven
2722,1,0,Adulto_Joven
2723,1,1,Adulto
2724,3,1,Adulto_Joven
2725,2,0,Infante
2726,3,0,Adulto_Joven
2727,2,0,Infante
2728,1,1,Adulto
2729,3,1,Adulto_Joven
2730,1,0,Senior
2731,2,1,Adolescente
2732,3,0,Senior
2733,1,0,Adulto
2734,1,1,Adulto
2735,1,0,Adulto_Joven
2736,1,0,Adulto
2737,3,0,Adulto
2738,1,0,Adulto
2739,2,1,Adulto_Joven
2740,2,1,Adulto
2741,3,0,Adulto
2742,3,1,Adulto_Joven
2743,1,1,Adulto
2744,3,0,Adulto_Joven
2745,1,1,Adulto
2746,1,1,Infante
2747,3,0,Infante
2748,3,0,Adulto_Joven
2749,1,0,Adulto_Joven
2750,1,0,Adulto_Joven
2751,1,1,Adulto_Joven
2752,2,1,Adulto_Joven
2753,1,1,Adulto
2754,2,1,Adulto_Joven
2755,3,0,Adulto_Joven
2756,1,1,Senior
2757,1,0,Adulto
2758,2,0,Adulto_Joven
2759,3,1,Adolescente
2760,3,0,Adulto_Joven
2761,1,1,Adulto
2762,1,0,Adulto
2763,2,0,Adulto_Joven
2764,1,0,Adulto
2765,2,0,Adulto_Joven
2766,1,1,Senior
2767,1,0,Adulto_Joven
2768,1,1,Adulto_Joven
2769,3,0,Adulto
2770,3,0,Adulto_Joven
2771,3,0,Adulto_Joven
2772,2,1,Adulto
2773,3,0,Adulto_Joven
2774,1,0,Adulto_Joven
2775,3,0,Adulto_Joven
2776,3,0,Adulto_Joven
2777,1,1,Adulto_Joven
2778,1,1,Adulto
2779,3,1,Adulto_Joven
2780,1,0,Adolescente
2781,1,0,Infante
2782,2,0,Adulto_Joven
2783,1,0,Adulto
2784,3,0,Adulto_Joven
2785,3,0,Adulto_Joven
2786,2,0,Adulto
2787,1,0,Adolescente
2788,2,0,Adulto_Joven
2789,1,1,Adulto_Joven
2790,2,0,Infante
2791,1,1,Adulto
2792,3,0,Adolescente
2793,1,0,Adulto
2794,1,0,Adulto_Joven
2795,1,0,Senior
2796,1,1,Adulto_Joven
2797,2,0,Adulto_Joven
2798,3,1,Adulto_Joven
2799,1,1,Adulto
2800,1,1,Adulto_Joven
2801,1,0,Adulto
2802,1,0,Adulto_Joven
2803,2,1,Infante
2804,1,1,Senior
2805,2,1,Infante
2806,1,0,Adulto
2807,1,0,Adulto_Joven
2808,3,0,Adulto_Joven
2809,1,1,Adulto_Joven
2810,2,1,Infante
2811,2,0,Adulto_Joven
2812,1,0,Adulto
2813,2,1,Adulto_Joven
2814,1,0,Adulto_Joven
2815,2,0,Adulto
2816,1,0,Adulto_Joven
2817,3,0,Adulto_Joven
2818,1,1,Adulto_Joven
2819,1,1,Adulto_Joven
2820,1,1,Adulto_Joven
2821,1,1,Adulto
2822,1,0,Senior
2823,3,0,Adulto
2824,2,0,Adulto
2825,3,0,Adulto_Joven
2826,3,1,Adolescente
2827,1,0,Infante
2828,1,1,Adulto_Joven
2829,1,1,Adulto
2830,3,0,Adulto_Joven
2831,3,0,Adulto_Joven
2832,2,0,Adulto_Joven
2833,3,1,Infante
2834,3,0,Adulto_Joven
2835,3,0,Adulto
2836,1,0,Adulto
2837,2,1,Adulto
2838,2,0,Adulto
2839,1,1,Senior
2840,3,0,Adulto_Joven
2841,1,0,Senior
2842,1,1,Adulto
2843,2,0,Adulto
2844,1,1,Senior
2845,3,1,Adolescente
2846,1,1,Infante
2847,2,1,Adolescente
2848,3,0,Adolescente
2849,3,0,Adulto_Joven
2850,1,1,Senior
2851,3,1,Infante
2852,1,1,Adulto
2853,1,1,Adulto_Joven
2854,1,1,Adolescente
2855,3,0,Adulto
2856,2,1,Adulto_Joven
2857,1,1,Adulto
2858,1,1,Adulto_Joven
2859,1,1,Adulto_Joven
2860,1,0,Adulto_Joven
2861,1,1,Senior
2862,1,1,Adulto_Joven
2863,2,1,Adulto
2864,1,1,Adulto
2865,2,1,Adulto
2866,1,1,Infante
2867,1,1,Adulto
2868,1,1,Adulto
2869,1,1,Adulto_Joven
2870,2,1,Adulto
2871,3,1,Infante
2872,3,0,Infante
2873,1,1,Adulto
2874,1,1,Adulto_Joven
2875,1,1,Infante
2876,1,0,Adulto
2877,1,1,Adulto_Joven
2878,3,0,Infante
2879,1,0,Adulto
2880,1,0,Adulto
2881,1,0,Adulto
2882,1,1,Adulto_Joven
2883,3,1,Infante
2884,1,0,Infante
2885,2,1,Adulto
2886,1,1,Adulto
2887,2,1,Adulto_Joven
2888,3,0,Adulto_Joven
2889,1,1,Adulto_Joven
2890,3,0,Adulto_Joven
2891,3,0,Adolescente
2892,2,1,Adulto_Joven
2893,3,0,Adolescente
2894,1,0,Adolescente
2895,3,0,Adulto_Joven
2896,1,0,Adulto
2897,2,1,Adulto_Joven
2898,1,1,Adulto_Joven
2899,1,1,Adulto_Joven
2900,3,1,Adulto_Joven
2901,1,1,Adulto_Joven
2902,1,1,Senior
2903,2,0,Adolescente
2904,1,1,Adulto
2905,2,0,Adulto_Joven
2906,2,1,Adulto
2907,1,1,Adulto_Joven
2908,1,1,Adulto_Joven
2909,1,0,Adulto
2910,1,0,Adulto_Joven
2911,2,1,Adulto_Joven
2912,1,0,Adolescente
2913,1,0,Adulto_Joven
2914,1,1,Adulto
2915,2,1,Adulto_Joven
2916,3,1,Adulto_Joven
2917,1,0,Adulto_Joven
2918,2,1,Adulto
2919,2,1,Adulto
2920,3,0,Adulto_Joven
2921,1,0,Senior
2922,2,0,Infante
2923,1,1,Adulto
2924,1,0,Adulto
2925,1,1,Adulto_Joven
2926,2,0,Adulto_Joven
2927,3,0,Adulto_Joven
2928,1,0,Adulto_Joven
2929,1,0,Senior
2930,2,1,Adolescente
2931,1,1,Adulto
2932,2,0,Adulto_Joven
2933,1,0,Adulto
2934,2,0,Infante
2935,1,1,Adulto
2936,1,1,Adulto
2937,3,0,Adulto_Joven
2938,2,0,Adulto_Joven
2939,1,0,Adulto
2940,2,0,Adulto_Joven
2941,2,0,Adulto_Joven
2942,3,0,Infante
2943,3,1,Adulto_Joven
2944,3,1,Adulto_Joven
2945,3,0,Adulto_Joven
2946,2,1,Adulto
2947,1,0,Adulto
2948,2,0,Adulto_Joven
2949,2,1,Adulto_Joven
2950,1,1,Adulto_Joven
2951,3,0,Adolescente
2952,1,0,Adulto_Joven
2953,1,1,Adulto
2954,1,0,Adulto_Joven
2955,1,1,Adulto
2956,2,0,Adulto
2957,2,0,Adulto_Joven
2958,3,0,Adulto
2959,3,0,Adulto_Joven
2960,1,1,Senior
2961,3,1,Adulto_Joven
2962,2,1,Adulto
2963,1,1,Adulto
2964,2,1,Adulto_Joven
2965,3,0,Adulto
2966,1,1,Adolescente
2967,1,0,Adulto
2968,2,0,Adolescente
2969,2,1,Adulto_Joven
2970,1,1,Adulto
2971,1,1,Senior
2972,1,1,Adulto_Joven
2973,1,0,Adulto_Joven
2974,1,1,Adulto
2975,3,1,Adulto_Joven
2976,3,0,Infante
2977,1,0,Adulto_Joven
2978,1,1,Adulto_Joven
2979,3,0,Infante
2980,1,0,Infante
2981,1,0,Adulto
2982,1,1,Adulto
2983,2,1,Adolescente
2984,3,1,Adulto_Joven
2985,3,0,Infante
2986,1,0,Adulto_Joven
2987,3,0,Adulto_Joven
2988,1,0,Senior
2989,1,1,Adulto
2990,1,0,Adulto_Joven
2991,2,1,Adulto_Joven
2992,2,1,Adulto_Joven
2993,1,1,Adulto_Joven
2994,2,0,Adulto
2995,1,0,Adulto
2996,3,0,Infante
2997,1,1,Adulto_Joven
2998,3,0,Adulto_Joven
2999,2,0,Adulto_Joven
3000,2,0,Adulto_Joven
3001,1,1,Adulto_Joven
3002,1,1,Infante
3003,1,1,Adulto
3004,3,0,Adolescente
3005,2,0,Adulto
3006,1,0,Adulto
3007,3,0,Adulto
3008,3,0,Adulto
3009,2,1,Adolescente
3010,1,0,Adulto_Joven
3011,1,1,Adulto
3012,3,0,Adulto_Joven
3013,1,0,Senior
3014,1,0,Adulto
3015,3,1,Adulto_Joven
3016,1,1,Adulto
3017,3,0,Adolescente
3018,2,0,Adolescente
3019,3,0,Adulto_Joven
3020,2,0,Adulto
3021,2,0,Adulto_Joven
3022,1,1,Infante
3023,1,0,Adulto
3024,3,0,Adolescente
3025,3,0,Infante
3026,2,1,Adolescente
3027,1,0,Adulto
3028,1,1,Adulto
3029,2,0,Infante
3030,3,0,Adulto_Joven
3031,1,1,Adulto_Joven
3032,2,0,Adulto
3033,3,0,Infante
3034,3,0,Adulto_Joven
3035,1,1,Adulto
3036,1,0,Adulto_Joven
3037,3,1,Adulto
3038,1,1,Adulto
3039,1,0,Adulto
3040,1,1,Infante
3041,3,1,Infante
3042,3,0,Adulto_Joven
3043,2,0,Adulto
3044,2,0,Adulto_Joven
3045,1,0,Adulto
3046,2,0,Adolescente
3047,1,0,Adulto_Joven
3048,2,0,Adulto_Joven
3049,1,0,Senior
3050,2,1,Adulto
3051,1,0,Adulto
3052,2,1,Adulto
3053,1,0,Adulto
3054,3,0,Adulto_Joven
3055,1,1,Adulto_Joven
3056,1,1,Adulto
3057,3,0,Adulto_Joven
3058,3,0,Infante
3059,1,1,Adulto_Joven
3060,1,0,Senior
3061,1,1,Adulto
3062,1,0,Adulto
3063,1,0,Adulto
3064,1,1,Adulto
3065,1,0,Adulto_Joven
3066,1,0,Adulto
3067,1,1,Adulto
3068,3,0,Adulto_Joven
3069,1,0,Senior
3070,3,0,Adulto_Joven
3071,1,0,Adulto
3072,1,1,Infante
3073,1,1,Adulto_Joven
3074,2,0,Infante
3075,2,1,Adolescente
3076,1,1,Adulto_Joven
3077,1,1,Senior
3078,3,1,Adulto_Joven
3079,2,1,Adulto_Joven
3080,1,1,Senior
3081,3,0,Adulto_Joven
3082,1,1,Adulto_Joven
3083,2,1,Adulto_Joven
3084,2,1,Adulto
3085,2,1,Infante
3086,1,1,Adulto
3087,1,1,Adulto
3088,2,0,Adulto_Joven
3089,1,1,Adulto_Joven
3090,1,0,Senior
3091,1,1,Adulto
3092,3,1,Adulto_Joven
3093,1,0,Adulto_Joven
3094,3,0,Adulto
3095,3,1,Adulto_Joven
3096,2,0,Adulto
3097,3,0,Adulto
3098,3,0,Adulto_Joven
3099,1,0,Adulto
3100,1,0,Adulto
3101,1,1,Adulto
3102,1,1,Infante
3103,2,0,Adolescente
3104,1,1,Adulto_Joven
3105,1,0,Adulto
3106,2,1,Infante
3107,1,0,Adulto_Joven
3108,1,0,Adulto_Joven
3109,3,0,Adulto_Joven
3110,2,1,Adulto_Joven
3111,2,1,Infante
3112,2,1,Infante
3113,2,1,Adulto_Joven
3114,1,1,Adulto_Joven
3115,3,1,Adolescente
3116,1,0,Adulto
3117,1,1,Adulto_Joven
3118,2,1,Infante
3119,1,1,Adulto_Joven
3120,2,1,Adulto
3121,1,1,Adulto
3122,2,0,Adulto_Joven
3123,3,0,Adulto_Joven
3124,2,1,Adulto
3125,1,0,Adulto_Joven
3126,1,1,Adulto
3127,3,1,Adulto
3128,1,0,Senior
3129,2,0,Adulto_Joven
3130,1,1,Senior
3131,1,1,Adulto
3132,1,1,Adulto_Joven
3133,1,1,Adulto
3134,2,0,Adulto
3135,1,1,Adulto
3136,2,1,Adulto
3137,3,1,Adulto_Joven
3138,3,0,Adolescente
3139,1,1,Adulto_Joven
3140,1,0,Adulto_Joven
3141,1,0,Adulto_Joven
3142,1,0,Senior
3143,3,0,Adulto_Joven
3144,1,1,Adulto
3145,3,0,Adulto_Joven
3146,1,0,Adolescente
3147,1,1,Adulto_Joven
3148,3,0,Infante
3149,3,1,Adulto_Joven
3150,1,1,Adulto
3151,1,0,Adulto
3152,2,0,Adulto_Joven
3153,1,1,Adulto
3154,3,0,Adulto_Joven
3155,1,1,Adulto_Joven
3156,1,1,Infante
3157,1,0,Infante
3158,3,0,Adulto_Joven
3159,1,0,Adulto_Joven
3160,1,1,Senior
3161,1,1,Infante
3162,1,0,Adulto
3163,1,0,Infante
3164,3,0,Adulto_Joven
3165,2,0,Infante
3166,1,0,Senior
3167,1,0,Adulto_Joven
3168,1,1,Adulto_Joven
3169,2,0,Adulto_Joven
3170,1,1,Adulto
3171,1,0,Adulto
3172,1,0,Adulto_Joven
3173,1,1,Adulto_Joven
3174,2,0,Adulto_Joven
3175,1,1,Adulto_Joven
3176,1,1,Adulto
3177,1,1,Adulto_Joven
3178,1,0,Adulto_Joven
3179,3,0,Adulto
3180,1,0,Adulto
3181,1,0,Adulto_Joven
3182,3,0,Adulto_Joven
3183,1,0,Infante
3184,2,0,Adolescente
3185,2,0,Adulto
3186,1,0,Senior
3187,1,0,Infante
3188,3,0,Adulto
3189,1,0,Adulto_Joven
3190,2,0,Adulto_Joven
3191,1,1,Infante
3192,1,1,Adulto
3193,1,0,Adulto_Joven
3194,1,1,Adulto_Joven
3195,2,1,Adolescente
3196,1,1,Adulto
3197,1,1,Adulto_Joven
3198,2,1,Adulto_Joven
3199,1,0,Adulto
3200,1,1,Adulto
3201,3,0,Adulto_Joven
3202,1,0,Adulto
3203,3,1,Adulto_Joven
3204,3,0,Infante
3205,1,0,Senior
3206,1,1,Adulto_Joven
3207,2,1,Adulto
3208,1,1,Adulto_Joven
3209,3,0,Adulto_Joven
3210,1,1,Adulto_Joven
3211,2,1,Adulto_Joven
3212,2,1,Adulto_Joven
3213,1,1,Adulto
3214,1,1,Adulto
3215,3,0,Adulto_Joven
3216,3,0,Adulto_Joven
3217,1,1,Infante
3218,2,0,Adulto
3219,2,0,Adulto_Joven
3220,1,1,Adulto
3221,3,1,Adulto_Joven
3222,1,0,Infante
3223,2,1,Adulto_Joven
3224,1,0,Adulto_Joven
3225,1,0,Adulto_Joven
3226,2,0,Adulto_Joven
3227,3,0,Adolescente
3228,1,0,Adulto
3229,3,0,Adolescente
3230,2,1,Adolescente
3231,3,1,Infante
3232,2,1,Infante
3233,1,0,Adolescente
3234,1,1,Adulto_Joven
3235,1,1,Adulto_Joven
3236,1,1,Adolescente
3237,3,0,Adulto_Joven
3238,1,1,Adulto
3239,1,0,Adulto_Joven
3240,3,1,Adulto_Joven
3241,3,0,Adulto_Joven
3242,1,0,Adulto
3243,3,0,Adulto_Joven
3244,1,1,Adulto
3245,1,1,Adulto_Joven
3246,1,1,Adulto
3247,2,1,Adulto_Joven
3248,1,1,Senior
3249,1,1,Adulto_Joven
3250,2,0,Infante
3251,1,0,Adulto_Joven
3252,3,0,Adulto_Joven
3253,1,0,Adulto_Joven
3254,3,1,Infante
3255,1,1,Adulto
3256,2,1,Adulto_Joven
3257,1,0,Adulto
3258,1,0,Adulto
3259,3,0,Adolescente
3260,3,0,Adulto_Joven
3261,1,1,Adulto_Joven
3262,2,0,Infante
3263,1,0,Adulto
3264,1,1,Adolescente
3265,1,1,Adulto_Joven
3266,2,1,Infante
3267,1,1,Adulto
3268,3,0,Adulto
3269,2,0,Adolescente
3270,1,1,Adulto
3271,3,0,Adulto_Joven
3272,1,1,Adulto
3273,1,1,Adulto_Joven
3274,1,0,Adulto_Joven
3275,1,1,Adulto
3276,1,0,Adulto
3277,2,0,Adulto_Joven
3278,1,1,Adulto_Joven
3279,3,0,Adolescente
3280,1,1,Adulto
3281,1,0,Senior
3282,2,0,Adulto_Joven
3283,1,1,Senior
3284,3,0,Infante
3285,1,1,Senior
3286,1,0,Adulto_Joven
3287,2,1,Adulto
3288,3,1,Adulto_Joven
3289,1,0,Adulto_Joven
3290,3,0,Adolescente
3291,1,1,Adulto
3292,3,0,Adolescente
3293,1,0,Adulto_Joven
3294,1,1,Adulto
3295,2,0,Adulto_Joven
3296,3,0,Adulto_Joven
3297,1,0,Senior
3298,1,1,Infante
3299,1,0,Adulto
3300,3,1,Adulto_Joven
3301,1,1,Adulto
3302,3,1,Adulto_Joven
3303,1,0,Adulto_Joven
3304,2,0,Adulto_Joven
3305,1,0,Adulto
3306,3,1,Adulto_Joven
3307,1,1,Adulto_Joven
3308,2,1,Adulto
3309,3,0,Adulto
3310,1,1,Adulto
3311,2,0,Infante
3312,2,1,Adulto_Joven
3313,1,0,Senior
3314,1,1,Senior
3315,1,0,Adulto_Joven
3316,1,1,Senior
3317,1,1,Adulto_Joven
3318,3,1,Adulto_Joven
3319,1,0,Adulto
3320,3,1,Infante
3321,1,0,Adulto_Joven
3322,1,1,Adulto_Joven
3323,3,0,Adulto_Joven
3324,1,1,Adulto
3325,1,1,Adulto_Joven
3326,3,0,Adulto_Joven
3327,2,0,Adulto_Joven
3328,3,1,Adulto_Joven
3329,3,1,Adulto_Joven
3330,3,0,Adulto_Joven
3331,1,0,Adulto
3332,1,1,Adulto_Joven
3333,1,0,Adulto
3334,1,1,Adulto
3335,1,1,Senior
3336,2,1,Adolescente
3337,2,0,Adulto_Joven
3338,1,1,Adulto
3339,3,0,Adulto_Joven
3340,1,1,Adulto
3341,3,0,Adolescente
3342,2,1,Adulto_Joven
3343,1,0,Adulto_Joven
3344,3,0,Adulto_Joven
3345,3,0,Adulto
3346,2,1,Adulto_Joven
3347,1,1,Adulto_Joven
3348,3,0,Adulto_Joven
3349,3,0,Adulto_Joven
3350,2,0,Adulto_Joven
3351,3,0,Adolescente
3352,3,0,Adulto_Joven
3353,3,0,Adulto_Joven
3354,2,0,Adulto_Joven
3355,3,1,Infante
3356,2,1,Adulto_Joven
3357,1,0,Senior
3358,2,1,Adulto_Joven
3359,1,0,Adulto
3360,1,1,Adulto_Joven
3361,1,1,Adulto_Joven
3362,3,1,Infante
3363,3,1,Adulto_Joven
3364,3,0,Adolescente
3365,3,0,Infante
3366,3,1,Adolescente
3367,2,1,Adulto_Joven
3368,1,0,Adulto
3369,2,0,Senior
3370,1,1,Adulto
3371,3,0,Adulto_Joven
3372,3,0,Adulto_Joven
3373,2,0,Adulto_Joven
3374,3,0,Adulto
3375,2,1,Infante
3376,1,0,Adulto
3377,1,0,Adulto
3378,2,1,Adulto_Joven
3379,1,1,Infante
3380,2,0,Adulto
3381,3,1,Adulto_Joven
3382,3,0,Infante
3383,3,0,Adulto_Joven
3384,2,0,Adulto_Joven
3385,1,1,Adulto
3386,2,1,Adulto_Joven
3387,2,0,Adolescente
3388,2,0,Adulto_Joven
3389,1,1,Adulto_Joven
3390,3,0,Adulto_Joven
3391,3,1,Adulto_Joven
3392,1,0,Adulto
3393,1,1,Adulto
3394,3,0,Adulto_Joven
3395,1,1,Adulto_Joven
3396,1,1,Adulto_Joven
3397,2,0,Adulto_Joven
3398,1,0,Adulto_Joven
3399,1,1,Adulto_Joven
3400,1,0,Senior
3401,1,0,Adulto
3402,1,1,Adulto_Joven
3403,1,1,Adulto
3404,1,1,Adulto_Joven
3405,1,1,Adulto_Joven
3406,3,0,Adulto
3407,1,1,Adulto_Joven
3408,2,0,Adulto_Joven
3409,1,0,Adulto_Joven
3410,1,0,Adulto
3411,2,0,Adulto
3412,1,1,Adulto_Joven
3413,2,1,Adulto_Joven
3414,1,1,Adulto_Joven
3415,1,0,Adulto_Joven
3416,1,1,Senior
3417,1,1,Adulto_Joven
3418,1,1,Adulto_Joven
3419,1,1,Adulto_Joven
3420,1,1,Adulto_Joven
3421,1,0,Adulto_Joven
3422,1,1,Adulto_Joven
3423,1,0,Adulto
3424,2,0,Adulto_Joven
3425,1,0,Adulto_Joven
3426,1,1,Adolescente
3427,1,0,Adulto
3428,2,0,Adulto_Joven
3429,1,0,Adulto_Joven
3430,1,1,Adolescente
3431,1,1,Adulto_Joven
3432,3,0,Adolescente
3433,1,1,Adulto_Joven
3434,1,1,Adulto_Joven
3435,3,0,Adulto_Joven
3436,3,0,Adolescente
3437,2,1,Adolescente
3438,1,1,Adulto
3439,3,0,Adulto
3440,1,1,Infante
3441,1,0,Adulto
3442,1,0,Adulto
3443,2,0,Infante
